Time, ID, Bus, Data
3726206,4214001,98,00009055052C1F00
3729106,63D4000,98,565B000006C00000
3732306,4394000,98,00000043
3736307,4294001,98,0000000000000180
3739185,421400B,98,00863E0440000000
3750625,4214006,98,0000000000000000
3758066,6254000,98,80FFFF00FFFFFF00
3765965,C394003,98,C202000008016000
3776206,4214001,98,0000905505131F00
3786324,4294001,98,0000000000000180
3813123,4394100,98,7EA7EA0003FD8000
3826224,4214001,98,0000905505131F00
3829163,6314000,98,0000000000000000
3832043,621401A,98,0005010000000000
3834183,4394000,98,00000043
3837103,4294001,98,0000000000000180
3839983,421400B,98,00863E0440000000
3850541,4214006,98,0000000000000000
3853003,E094000,98,001E04401C4B
3855022,E094003,98,001E
3856801,E094020,98,000A
3860004,E09400A,98,001E
3866022,6314003,98,2010300000000000
3868123,6314020,98,1800009C
3870083,621400A,98,0000
3871864,E09401A,98,001E
3876242,4214001,98,0000905605131F00
3882781,2214000,98,806800000000
3886322,4294001,98,0000000000000180
3913062,4394100,98,7EA7EA0003FE0000
3926221,4214001,98,00009056051A1F00
3932300,4394000,98,00000043
3936560,4294001,98,0000000000000180
3939440,421400B,98,00863E0440000000
3948039,6214000,98,2C004000003A0B00
3950960,4214006,98,0000000000000000
3973099,6284000,98,0000000000000000
3976459,4214001,98,00009056051A1F00
3986778,4294001,98,0000000000000180
4008037,6254000,98,80FFFF00FFFFFF00
4013036,4394100,98,7EB7EA0003FE0000
4023117,2294000,98,0000000000000000
4026297,4214001,98,0000905605081F00
4032297,4394000,98,00000043
4036377,4294001,98,0000000000000180
4039257,421400B,98,00863E0440000000
4050415,4214006,98,0000000000000000
4076474,4214001,98,0000905605081F00
4079414,6314000,98,0000000000000000
4082294,621401A,98,0005010000000000
4086714,4294001,98,0000000000000180
4112994,4394100,98,7EC7EB0003FE0000
4126573,4214001,98,0000905605081F00
4132293,4394000,98,00000043
4134834,2214000,98,806800000000
4137714,421400B,98,00863E0440000000
4140631,4294001,98,0000000000000180
4150571,4214006,98,0000000000000000
4165573,C214003,98,003804012013
4176453,4214001,98,0000905605131F00
4179311,6264000,98,0B1ED07FC3282800
4186712,4294001,98,0000000000000180
4198012,6214000,98,2C004000003A0B00
4212990,4394100,98,7EC7EB0003FE0000
4226291,4214001,98,0000905605131F00
4229171,63D4000,98,565B000006C00000
4232291,4394000,98,00000043
4236371,4294001,98,0000000000000180
4239250,421400B,98,00863E0440000000
4250571,4214006,98,0000000000000000
4258110,6254000,98,80FFFF00FFFFFF00
4265930,C054003,98,1781CAE188E70000
4276269,4214001,98,0000905605011F00
4286388,4294001,98,0000000000000180
4313129,4394100,98,7EC7EB0003FD8000
4326286,4214001,98,0000905605011F00
4329227,6314000,98,0000000000000000
4332108,621401A,98,0005010000000000
4334247,4394000,98,00000043
4337166,4294001,98,0000000000000180
4340046,421400B,98,00863E0440000000
4350445,4214006,98,0000000000000000
4366026,6314003,98,2010300000000000
4370085,621400A,98,0000
4376306,4214001,98,00009056050C1F00
4382686,2214000,98,806800000000
4386385,4294001,98,0000000000000180
4413024,4394100,98,7EA7EA0003FD8000
4426343,4214001,98,00009056050C1F00
4432283,4394000,98,00000043
4436444,4294001,98,0000000000000180
4439324,421400B,98,00863E0440000000
4448023,6214000,98,2C004000003A0B00
4450943,4214006,98,0000000000000000
4465982,A3D4003,98,2CA5100370000000
4473081,6284000,98,0000000000000000
4476362,4214001,98,00009056050C1F00
4486420,4294001,98,0000000000000180
4508021,6254000,98,80FFFF00FFFFFF00
4513021,4394100,98,7EA7EA0003FD8000
4526301,4214001,98,00009056051A1F00
4532279,4394000,98,00000043
4536419,4294001,98,0000000000000180
4539299,421400B,98,00863E0440000000
4550559,4214006,98,0000000000000000
4565939,A354003,98,2CA5100370000000
4576318,4214001,98,00009056051A1F00
4579258,6314000,98,0000000000000000
4582138,621401A,98,0005010000000000
4586418,4294001,98,0000000000000180
4612997,4394100,98,7EA7EB0003FD8000
4626315,4214001,98,0000905605251F00
4632276,4394000,98,00000043
4634815,2214000,98,806800000000
4637695,421400B,98,00863E0440000000
4640616,4294001,98,0000000000000180
4650576,4214006,98,0000000000000000
4666035,A194003,98,0000400000000000
4676334,4214001,98,0000905605251F00
