Time, ID, Bus, Data
155837827,4214006,98,0000000000000000
155843967,621400A,98,0000
155846868,6314003,98,2010300000000000
155861007,4214001,98,0000906004DE1F00
155867287,2214000,98,806800000000
155871087,4294001,98,0000000000000180
155897606,4394100,98,7EA7EB0003FD8000
155911067,4214001,98,0000906004DE1F00
155916905,4394000,98,00000043
155921565,4294001,98,0000000000000180
155924444,421400B,98,00863E0440000000
155932525,6214000,98,2C004000003A0B00
155937824,4214006,98,0000000000000000
155946264,A3D4003,98,2CA5100380000000
155957683,6284000,98,0000000000000000
155961064,4214001,98,0000906004DE1F00
155971122,4294001,98,0000000000000180
155992502,6254000,98,80FFFF00FFFFFF00
155997601,4394100,98,7EA7EB0003FD8000
156011022,4214001,98,0000906004DE1F00
156016882,4394000,98,00000043
156021100,4294001,98,0000000000000180
156023981,421400B,98,00863E0440000000
156037741,4214006,98,0000000000000000
156046280,A354003,98,2CA5100380000000
156057641,621401A,98,0005010000000000
156061080,4214001,98,0000906004DE2000
156064019,6314000,98,0000000000000000
156071100,4294001,98,0000000000000180
156097617,4394100,98,7EC7EB0003FD8000
156111038,4214001,98,0000906004DE1F00
156116878,4394000,98,00000043
156119418,2214000,98,806800000000
156122297,421400B,98,00863E0440000000
156125219,4294001,98,0000000000000180
156137816,4214006,98,0000000000000000
156146316,A194003,98,0000400000000000
156161037,4214001,98,0000906004DE1F00
156163816,6264000,98,0A1ED07FB3252000
156171116,4294001,98,0000000000000180
156182515,6214000,98,2C004000003A0B00
156197594,4394100,98,7EC7EA0003FD8000
156211054,4214001,98,0000906004DE1F00
156213935,63D4000,98,565B000006C00000
156216895,4394000,98,00000043
156221135,4294001,98,0000000000000180
156224014,421400B,98,00863E0440000000
156237792,4214006,98,0000000000000000
156242553,6254000,98,80FFFF00FFFFFF00
156246232,C394003,98,C202000008016000
156261051,4214001,98,0000906004E11F00
156271132,4294001,98,0000000000000180
156281471,C3D4000,98,1E11
156297671,4394100,98,7EC7EB0003FD8000
156307430,621401A,98,0005010000000000
156311051,4214001,98,0000906004E11F00
156313990,6314000,98,0000000000000000
156316910,4394000,98,00000043
156321151,4294001,98,0000000000000180
156324030,421400B,98,00863E0440000000
156334109,E094000,98,001E04401C4B
156337809,4214006,98,0000000000000000
156340189,E094003,98,001E
156343230,E094020,98,000A
156345010,E09400A,98,001E
156347909,6314003,98,2010300000000000
156349689,621400A,98,0000
156351829,6314020,98,00000098
156353609,E09401A,98,001E
156361069,4214001,98,0000906004E51F00
156367267,2214000,98,806800000000
156371188,4294001,98,0000000000000180
156397588,4394100,98,7EB7EB0003FC8000
156411106,4214001,98,0000906004E51F00
156416867,4394000,98,00000043
156421207,4294001,98,0000000000000180
156424087,421400B,98,00863E0440000000
156432507,6214000,98,2C004000003A0B00
156437807,4214006,98,0000000000000000
156457686,6284000,98,0000000000000000
156461066,4214001,98,0000906004DA1F00
156471165,4294001,98,0000000000000180
156492484,6254000,98,80FFFF00FFFFFF00
156497605,4394100,98,7EB7EA0003FD8000
156507665,2294000,98,0000000000000000
156511084,4214001,98,0000906004DA1F00
156516863,4394000,98,00000043
