Time [s], Analyzer Name, Decoded Protocol Result
0.122082380000000,CAN,Data Field Byte: '0' (0x00)
0.122182380000000,CAN,Data Field Byte: '0' (0x00)
0.122272380000000,CAN,Data Field Byte: '0' (0x00)
0.122372380000000,CAN,Data Field Byte: '0' (0x00)
0.122472380000000,CAN,Data Field Byte: '0' (0x00)
0.122562380000000,CAN,Data Field Byte: '0' (0x00)
0.122662380000000,CAN,Data Field Byte: '0' (0x00)
0.122752380000000,CAN,Data Field Byte: '0' (0x00)
0.122852380000000,CAN,CRC value: '11418' (0x2C9A)
0.123012380000000,CAN,ACK
0.126652260000000,CAN,Extended CAN Identifier: '70861056' (0x04394100)
0.127022260000000,CAN,Control Field: '8' (0x8) bytes
0.127062260000000,CAN,Data Field Byte: ~ (0x7E)
0.127152260000000,CAN,Data Field Byte: '183' (0xB7)
0.127232260000000,CAN,Data Field Byte: '234' (0xEA)
0.127322260000000,CAN,Data Field Byte: '0' (0x00)
0.127412260000000,CAN,Data Field Byte: '3' (0x03)
0.127512260000000,CAN,Data Field Byte: '255' (0xFF)
0.127612260000000,CAN,Data Field Byte: '128' (0x80)
0.127702260000000,CAN,Data Field Byte: '0' (0x00)
0.127802260000000,CAN,CRC value: '24975' (0x618F)
0.127962260000000,CAN,ACK
0.128452420000000,CAN,Extended CAN Identifier: '102842394' (0x0621401A)
0.128802420000000,CAN,Control Field: '8' (0x8) bytes
0.128842420000000,CAN,Data Field Byte: '0' (0x00)
0.128942420000000,CAN,Data Field Byte: '5' (0x05)
0.129032420000000,CAN,Data Field Byte: '1' (0x01)
0.129122420000000,CAN,Data Field Byte: '0' (0x00)
0.129212420000000,CAN,Data Field Byte: '0' (0x00)
0.129312420000000,CAN,Data Field Byte: '0' (0x00)
0.129402420000000,CAN,Data Field Byte: '0' (0x00)
0.129502420000000,CAN,Data Field Byte: '0' (0x00)
0.129602420000000,CAN,CRC value: '27547' (0x6B9B)
0.129762420000000,CAN,ACK
